rownames,nr,year,school,exper,union,ethn,maried,health,wage,industry,occupation,residence,age,exper level,school level,wage level
585,1156,1980,12,5,no,black,no,no,1.3028175567,trade,service workers,south,23,intermediate,intermediate,medium
586,1156,1981,12,6,no,black,no,no,1.33072451,trade,service workers,south,24,intermediate,intermediate,medium
587,1156,1982,12,7,no,black,no,no,1.2995663576,trade,service workers,south,25,intermediate,intermediate,medium
588,1156,1983,12,8,no,black,no,no,1.6310994092,trade,service workers,south,26,intermediate,intermediate,medium
589,1156,1984,12,9,no,black,no,no,1.6591535047,trade,service workers,south,27,advanced,intermediate,medium
590,1156,1985,12,10,no,black,no,no,1.6481787408,trade,service workers,south,28,advanced,intermediate,medium
591,1156,1986,12,11,no,black,no,no,1.5540032055,trade,service workers,south,29,advanced,intermediate,medium
592,1156,1987,12,12,no,black,no,no,1.9337475719,trade,service workers,south,30,advanced,intermediate,medium
593,1180,1980,13,2,no,other,no,no,1.8534646747,construction,"professional, technical and kindred",south,21,beginner,high,medium
594,1180,1981,13,3,no,other,no,no,1.6094379124,construction,"craftsmen, foremen and kindred",south,22,beginner,high,medium
595,1180,1982,13,4,yes,other,no,no,1.6905033652,construction,"craftsmen, foremen and kindred",south,23,intermediate,high,medium
596,1180,1983,13,5,yes,other,no,no,1.5374952293,transportation,"craftsmen, foremen and kindred",south,24,intermediate,high,medium
597,1180,1984,13,6,no,other,yes,no,2.0410545093,construction,"managers, officials and proprietors",south,25,intermediate,high,high
598,1180,1985,13,7,no,other,yes,no,1.9201124562,construction,clerical and kindred,south,26,intermediate,high,medium
599,1180,1986,13,8,no,other,yes,no,2.1136189935,construction,"craftsmen, foremen and kindred",south,27,intermediate,high,high
600,1180,1987,13,9,no,other,yes,no,2.2177538686,construction,clerical and kindred,south,28,advanced,high,high
601,1190,1980,12,2,no,black,no,no,1.5103426971,manufacturing,operatives and kindred,south,20,beginner,intermediate,medium
602,1190,1981,12,3,no,black,no,no,1.5108570838,manufacturing,operatives and kindred,south,21,beginner,intermediate,medium
603,1190,1982,12,4,no,black,no,no,1.0618947057,manufacturing,"craftsmen, foremen and kindred",south,22,intermediate,intermediate,medium
604,1190,1983,12,5,no,black,no,no,1.3507166392,manufacturing,operatives and kindred,south,23,intermediate,intermediate,medium
605,1190,1984,12,6,no,black,no,no,1.2160453856,manufacturing,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,medium
606,1190,1985,12,7,no,black,no,no,1.1739107127,agricultural,laborers and farmers,south,25,intermediate,intermediate,medium
607,1190,1986,12,8,no,black,no,no,1.3404291052,manufacturing,laborers and farmers,south,26,intermediate,intermediate,medium
608,1190,1987,12,9,no,black,yes,no,1.3815058444,manufacturing,operatives and kindred,south,27,advanced,intermediate,medium
609,1204,1980,8,5,no,other,no,no,1.6223822866,trade,operatives and kindred,south,19,intermediate,low,medium
610,1204,1981,8,6,yes,other,no,no,1.7525387561,manufacturing,operatives and kindred,south,20,intermediate,low,medium
611,1204,1982,8,7,yes,other,no,no,1.9347558797,trade,operatives and kindred,south,21,intermediate,low,medium
612,1204,1983,8,8,yes,other,no,no,1.7785953422,mining,operatives and kindred,south,22,intermediate,low,medium
613,1204,1984,8,9,yes,other,no,no,1.8686109273,mining,operatives and kindred,south,23,advanced,low,medium
614,1204,1985,8,10,yes,other,no,no,2.0110842344,manufacturing,operatives and kindred,south,24,advanced,low,high
615,1204,1986,8,11,yes,other,no,no,2.2513722308,manufacturing,service workers,south,25,advanced,low,high
616,1204,1987,8,12,yes,other,no,no,2.2505436914,mining,"professional, technical and kindred",south,26,advanced,low,high
617,1249,1980,11,5,no,other,no,no,1.5307465448,manufacturing,operatives and kindred,south,22,intermediate,intermediate,medium
618,1249,1981,11,6,no,other,yes,no,1.3399929008,trade,operatives and kindred,south,23,intermediate,intermediate,medium
619,1249,1982,11,7,no,other,no,no,1.6595690916,agricultural,farm laborers and foreman,south,24,intermediate,intermediate,medium
620,1249,1983,11,8,no,other,yes,no,1.3834226714,agricultural,operatives and kindred,south,25,intermediate,intermediate,medium
621,1249,1984,11,9,no,other,yes,yes,1.5115061719,agricultural,sales workers,south,26,advanced,intermediate,medium
622,1249,1985,11,10,no,other,no,no,1.4250351894,trade,operatives and kindred,south,27,advanced,intermediate,medium
623,1249,1986,11,11,no,other,yes,no,1.4439597942,manufacturing,operatives and kindred,south,28,advanced,intermediate,medium
624,1249,1987,11,12,no,other,no,no,1.4443790862,manufacturing,"craftsmen, foremen and kindred",south,29,advanced,intermediate,medium
625,1272,1980,12,3,no,other,yes,no,1.7508657743,trade,laborers and farmers,south,21,beginner,intermediate,medium
626,1272,1981,12,4,no,other,no,no,1.8323763145,trade,laborers and farmers,south,22,intermediate,intermediate,medium
627,1272,1982,12,5,yes,other,no,no,1.7550418863,trade,clerical and kindred,south,23,intermediate,intermediate,medium
628,1272,1983,12,6,no,other,no,yes,1.7821054324,trade,clerical and kindred,south,24,intermediate,intermediate,medium
629,1272,1984,12,7,no,other,no,no,1.7217670974,trade,clerical and kindred,south,25,intermediate,intermediate,medium
630,1272,1985,12,8,yes,other,no,no,1.7333106101,public administration,laborers and farmers,south,26,intermediate,intermediate,medium
631,1272,1986,12,9,no,other,yes,no,1.7646815553,public administration,laborers and farmers,south,27,advanced,intermediate,medium
632,1272,1987,12,10,no,other,yes,no,1.9075989403,public administration,laborers and farmers,south,28,advanced,intermediate,medium
633,1311,1980,15,2,no,other,no,no,0.5567801247,trade,"managers, officials and proprietors",south,23,beginner,high,medium
634,1311,1981,15,3,no,other,no,no,1.5547130127,mining,operatives and kindred,south,24,beginner,high,medium
635,1311,1982,15,4,no,other,no,no,1.6868336363,mining,"professional, technical and kindred",south,25,intermediate,high,medium
636,1311,1983,15,5,no,other,no,no,1.6447927363,manufacturing,laborers and farmers,south,26,intermediate,high,medium
637,1311,1984,15,6,no,other,no,no,2.2127900939,mining,"professional, technical and kindred",south,27,intermediate,high,high
638,1311,1985,15,7,no,other,no,no,1.8948768885,mining,operatives and kindred,south,28,intermediate,high,medium
639,1311,1986,15,8,no,other,no,no,1.7910826983,mining,operatives and kindred,south,29,intermediate,high,medium
640,1311,1987,15,9,no,other,no,no,2.0587093746,mining,laborers and farmers,south,30,advanced,high,high
641,1316,1980,8,4,no,other,no,no,1.5433097464,business and repair service,"craftsmen, foremen and kindred",south,18,intermediate,low,medium
642,1316,1981,8,5,no,other,no,no,1.6894806201,construction,"craftsmen, foremen and kindred",south,19,intermediate,low,medium
643,1316,1982,8,6,no,other,yes,no,1.8776442084,trade,"craftsmen, foremen and kindred",south,20,intermediate,low,medium
644,1316,1983,8,7,no,other,yes,no,2.5892543452,trade,"craftsmen, foremen and kindred",south,21,intermediate,low,high
645,1316,1984,8,8,no,other,yes,no,2.7385990585,manufacturing,"craftsmen, foremen and kindred",south,22,intermediate,low,high
646,1316,1985,8,9,no,other,yes,no,1.861752841,construction,"craftsmen, foremen and kindred",south,23,advanced,low,medium
647,1316,1986,8,10,no,other,yes,no,1.911142079,construction,"craftsmen, foremen and kindred",south,24,advanced,low,medium
648,1316,1987,8,11,no,other,yes,no,1.9075989403,trade,"craftsmen, foremen and kindred",south,25,advanced,low,medium
649,1318,1980,8,8,no,other,no,no,1.0597762649,construction,laborers and farmers,south,22,intermediate,low,medium
650,1318,1981,8,9,no,other,no,no,1.4677016358,agricultural,laborers and farmers,south,23,advanced,low,medium
651,1318,1982,8,10,no,other,no,no,1.3397631567,agricultural,farm laborers and foreman,south,24,advanced,low,medium
652,1318,1983,8,11,no,other,no,no,1.2946271726,agricultural,farm laborers and foreman,south,25,advanced,low,medium
653,1318,1984,8,12,no,other,no,no,1.2517634682,manufacturing,laborers and farmers,rural area,26,advanced,low,medium
654,1318,1985,8,13,no,other,no,no,1.3322025248,agricultural,farm laborers and foreman,south,27,expert,low,medium
655,1318,1986,8,14,no,other,no,no,1.28594092,manufacturing,laborers and farmers,south,28,expert,low,medium
656,1318,1987,8,15,no,other,no,no,1.2861956646,agricultural,laborers and farmers,south,29,expert,low,medium
657,1345,1980,12,4,no,other,no,no,1.764698182,manufacturing,"craftsmen, foremen and kindred",south,22,intermediate,intermediate,medium
658,1345,1981,12,5,no,other,yes,no,-0.723918839,trade,"craftsmen, foremen and kindred",south,23,intermediate,intermediate,low
659,1345,1982,12,6,no,other,yes,no,1.8908434275,manufacturing,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,medium
660,1345,1983,12,7,no,other,yes,no,2.0883155824,trade,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,high
661,1345,1984,12,8,no,other,yes,no,2.2062754129,manufacturing,"craftsmen, foremen and kindred",south,26,intermediate,intermediate,high
662,1345,1985,12,9,no,other,yes,no,2.1590043645,manufacturing,"craftsmen, foremen and kindred",south,27,advanced,intermediate,high
663,1345,1986,12,10,no,other,yes,no,2.2212970073,trade,"craftsmen, foremen and kindred",south,28,advanced,intermediate,high
664,1345,1987,12,11,no,other,yes,no,1.5838541915,trade,"craftsmen, foremen and kindred",south,29,advanced,intermediate,medium
665,1397,1980,12,5,yes,other,no,no,1.7700830657,manufacturing,operatives and kindred,south,23,intermediate,intermediate,medium
666,1397,1981,12,6,yes,other,no,no,1.6017158663,manufacturing,operatives and kindred,south,24,intermediate,intermediate,medium
667,1397,1982,12,7,yes,other,no,no,1.5474025215,manufacturing,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,medium
668,1397,1983,12,8,yes,other,no,no,1.7860347105,manufacturing,laborers and farmers,south,26,intermediate,intermediate,medium
669,1397,1984,12,9,yes,other,no,no,1.6825463843,manufacturing,operatives and kindred,south,27,advanced,intermediate,medium
670,1397,1985,12,10,yes,other,no,no,1.7204994023,manufacturing,operatives and kindred,south,28,advanced,intermediate,medium
671,1397,1986,12,11,yes,other,no,no,1.7999614346,manufacturing,operatives and kindred,south,29,advanced,intermediate,medium
672,1397,1987,12,12,yes,other,no,no,1.7609954661,manufacturing,operatives and kindred,south,30,advanced,intermediate,medium
673,1434,1980,10,2,no,other,no,no,0.2062864342,construction,laborers and farmers,south,18,beginner,intermediate,medium
674,1434,1981,10,3,no,other,yes,no,1.1210496338,construction,"craftsmen, foremen and kindred",south,19,beginner,intermediate,medium
675,1434,1982,10,4,yes,other,yes,no,1.0861173433,professional and related service,service workers,south,20,intermediate,intermediate,medium
676,1434,1983,10,5,yes,other,yes,no,1.2689148095,professional and related service,service workers,south,21,intermediate,intermediate,medium
677,1434,1984,10,6,yes,other,yes,no,1.0993725776,entertainment,service workers,south,22,intermediate,intermediate,medium
678,1434,1985,10,7,yes,other,yes,no,1.3452291962,trade,laborers and farmers,south,23,intermediate,intermediate,medium
679,1434,1986,10,8,no,other,yes,no,1.9000448932,business and repair service,service workers,south,24,intermediate,intermediate,medium
680,1434,1987,10,9,no,other,yes,no,1.5153917841,professional and related service,service workers,south,25,advanced,intermediate,medium
681,1492,1980,13,4,no,other,no,no,2.0364553516,manufacturing,"craftsmen, foremen and kindred",south,23,intermediate,high,high
682,1492,1981,13,5,no,other,no,no,1.1423682706,trade,"craftsmen, foremen and kindred",south,24,intermediate,high,medium
683,1492,1982,13,6,no,other,no,no,1.3785358571,transportation,"professional, technical and kindred",south,25,intermediate,high,medium
684,1492,1983,13,7,no,other,yes,no,1.4737538385,transportation,"professional, technical and kindred",south,26,intermediate,high,medium
685,1492,1984,13,8,no,other,no,yes,1.4749070195,manufacturing,"craftsmen, foremen and kindred",south,27,intermediate,high,medium
686,1492,1985,13,9,no,other,yes,no,1.4162823983,manufacturing,"craftsmen, foremen and kindred",south,28,advanced,high,medium
687,1492,1986,13,10,no,other,yes,no,1.4984333544,manufacturing,"craftsmen, foremen and kindred",south,29,advanced,high,medium
688,1492,1987,13,11,no,other,yes,no,1.500852602,manufacturing,"craftsmen, foremen and kindred",south,30,advanced,high,medium
689,1496,1980,12,1,yes,other,no,no,1.1783359996,trade,service workers,south,19,beginner,intermediate,medium
690,1496,1981,12,2,yes,other,no,no,1.0872871393,trade,service workers,south,20,beginner,intermediate,medium
691,1496,1982,12,3,no,other,no,no,0.0077341796,trade,"craftsmen, foremen and kindred",south,21,beginner,intermediate,medium
692,1496,1983,12,4,no,other,no,no,0.7967049537,trade,"managers, officials and proprietors",south,22,intermediate,intermediate,medium
693,1496,1984,12,5,no,other,no,no,1.0372282914,personal service,"managers, officials and proprietors",south,23,intermediate,intermediate,medium
